,Character,dialogue,season,chapter
13563,Man #3, I hope it's a girl.,7,1
13564,Arya Stark, Why?,7,1
13565,Man #3, Girls take care of their papas when their papas grow old. Boys just go off to fight in someone else's wars.,7,1
13566,Man #2, Are you old enough to drink?,7,1
13567,Man #2, It's blackberry wine. I made it myself.,7,1
13568,Arya Stark, It's really good.,7,1
13569,Man #3," So, why is a nice girl on her own heading to King's Landing?",7,1
13570,Arya Stark, I'm going to kill the queen.,7,1
13572,Thoros, Bad night to be outdoors.,7,1
13573,Sandor Clegane," You've got real powerful magic to figure that out. Did the Lord of Light whisper that in your ear? ""It's snowing, Thoros. It's windy. It's gonna be a cold night.""",7,1
13574,Thoros," You're a grouchy old bear, aren't you, Clegane? You want some rum?",7,1
13575,Sandor Clegane, Don't like that shit. It's too sweet.,7,1
13576,Thoros, Why are you always in such a foul mood?,7,1
13577,Sandor Clegane, Experience.,7,1
13578,Beric, This seems like a good place to spend the night.,7,1
13579,Sandor Clegane, These people don't want us here.,7,1
13580,Beric, Seems deserted to me. No livestock. No smoke coming from the chimney.,7,1
13581,Sandor Clegane, I don't like the look of it.,7,1
13582,Thoros," For a big, hard man, you scare easy.",7,1
13583,Sandor Clegane, I'll tell you what doesn't scare me--bald cocksuckers like you. You think you're fooling anyone with that top knot? Bald cunt.,7,1
13584,Thoros, Come on. Maybe they've got some ale hidden away.,7,1
13585,Sandor Clegane, They don't.,7,1
13587,Thoros, See if there's a larder. They always leave something behind.,7,1
13588,Beric, How do you think it ended for them?,7,1
13589,Sandor Clegane, With death.,7,1
13590,Beric," Girl died in her father's arms. Both of them covered in blood and a knife at their feet. I'd say they were starving. And rather than letting his little girl suffer, he ended it for both of them.",7,1
13591,Sandor Clegane, Doesn't matter now.,7,1
13592,Beric," No, doesn't matter now.",7,1
13593,Sandor Clegane," I've known you a long time, Dondarrion.",7,1
13594,Beric, Aye. I think the first time we met was at that tournament--,7,1
13595,Sandor Clegane, And I always thought you were dull as dirt.,7,1
13596,Sandor Clegane," You're not bad. I don't hate you. Don't like, but you're not bad.",7,1
13597,Beric," Thank you, Clegane. That warms the heart.",7,1
13598,Sandor Clegane, But there's nothing special about you.,7,1
13599,Beric, You're right about that.,7,1
13600,Sandor Clegane," So why does the Lord of Light keep bringing you back? I've met better men than you, and they've been hanged from crossbeams, or beheaded, or just shat themselves to death in a field somewhere. None of them came back. So, why you?",7,1
13601,Beric, You think I don't ask myself that? Every hour of every day? Why am I here? What am I supposed to do? What does the Lord see in me?,7,1
13602,Sandor Clegane, And?,7,1
13603,Beric, I don't know. I don't understand our Lord.,7,1
13604,Sandor Clegane, Your Lord.,7,1
13605,Beric, I don't know what He wants from me. I only know that He wants me alive.,7,1
13606,Sandor Clegane," If he's so all-powerful, why doesn't he just tell you what the fuck he wants?",7,1
13607,Thoros, Clegane.,7,1
13608,Thoros, Come over here. Don't worry. The fire won't bite. I want to show you something.,7,1
13609,Sandor Clegane, It's my fucking luck I end up with a band of fire worshippers.,7,1
13610,Beric, Aye. Almost seems like divine justice.,7,1
13611,Sandor Clegane," There's no divine justice, you dumb cunt. If there was, you'd be dead...and that girl would be alive.",7,1
13612,Sandor Clegane, What do you want?,7,1
13613,Thoros, Look into the flames.,7,1
13614,Sandor Clegane, I don't want to look in the damn flames.,7,1
13615,Thoros, You saw me bring him back from the dead after you cut him down. Don't you want to know what gave me the power?,7,1
13616,Sandor Clegane, I keep asking and no one wants to tell me.,7,1
13617,Thoros, We can't tell you. Only the fire can tell you.,7,1
13618,Thoros, What do you see?,7,1
13619,Sandor Clegane, Logs burning.,7,1
13620,Thoros, Keep looking. What do you see?,7,1
13621,Sandor Clegane, Ice. A wall of ice. The Wall.,7,1
13622,Thoros, What else?,7,1
13623,Sandor Clegane, It's where the Wall meets the sea. There's a castle there.,7,1
13624,Sandor Clegane, There's a mountain. Looks like an arrowhead. The dead are marching past.,7,1
13625,Sandor Clegane, Thousands of them.,7,1
13626,Beric," Do you believe me now, Clegane? Do you believe we're here for a reason?",7,1
13628,Thoros," What the hell are you doing, Clegane?",7,1
13629,Sandor Clegane, Burying the dead.,7,1
13630,Thoros, You knew these people.,7,1
13631,Sandor Clegane, Not really.,7,1
13632,Sandor Clegane," We ask the Father to judge us with mercy. We ask the Mother to... Fuck it, I don't remember the rest. I'm sorry you're dead. You deserved better. Both of you.",7,1
13633,Little Sam, Mom.,7,1
13634,Gilly," You should really sleep, Sam.",7,1
13635,Samwell Tarly, The dead don't.,7,1
13636,Gilly," ""Legends of the Long Night.""",7,1
13637,Samwell Tarly, The Targaryens used dragonglass to decorate their weapons without even knowing what the First Men used it for.,7,1
13638,Gilly, What is it?,7,1
13639,Samwell Tarly, It's a map of Dragonstone. The Targaryens built their first stronghold there when they invaded Westeros.,7,1
13640,Gilly, That's dragonglass?,7,1
13641,Samwell Tarly," A mountain of it. Beneath the ground. Stannis told me, but I didn't think... This is important. Jon needs to know.",7,1
13643,Jorah Mormont, Has she come yet?,7,1
13644,Samwell Tarly, Who?,7,1
13645,Jorah Mormont, The Dragon Queen. Daenerys Stormborn.,7,1
13646,Samwell Tarly, Haven't heard anything.,7,1
13648,Daenerys Targaryen, Shall we begin?,7,1
13649,Tyrion Lannister," On a night like this, you came into the world.",7,2
13650,Lord Varys, I remember that storm. All the dogs in King's Landing howled through the night.,7,2
13651,Daenerys Targaryen, I wish I could remember it.,7,2
13652,Daenerys Targaryen, I always thought this would be a homecoming. It doesn't feel like home.,7,2
13653,Tyrion Lannister, We won't stay on Dragonstone for long.,7,2
13654,Daenerys Targaryen, Good.,7,2
13655,Daenerys Targaryen, Not so many lions.,7,2
13656,Lord Varys," Cersei controls fewer than half the Seven Kingdoms. The lord of Westeros despise her. Even before your arrival, they plotted against her. Now...",7,2
13657,Daenerys Targaryen, They cry out for their true queen? They drink secret toasts to my health?,7,2
13658,Daenerys Targaryen," People used to tell my brother that sort of thing, and he was stupid enough to believe them.",7,2
13659,Daenerys Targaryen," If Viserys had three dragons and an army at his back, he'd have invaded King's Landing already.",7,2
13660,Tyrion Lannister, Conquering Westeros would be easy for you. But you're not here to be queen of the ashes.,7,2
13661,Daenerys Targaryen, No.,7,2
13662,Tyrion Lannister," We can take the Seven Kingdoms without turning it into a slaughterhouse. If the great houses support your claim against Cersei, the game is won. With the Tyrell army and the Dornish on our side, we have powerful allies in the south.",7,2
13663,Daenerys Targaryen, I never properly thanked you for that.,7,2
13664,Lord Varys," They joined our side, my queen, because they believe in you.",7,2
13665,Daenerys Targaryen," You served my father, didn't you, Lord Varys?",7,2
13666,Lord Varys, I did.,7,2
13667,Daenerys Targaryen, And then you served the man who overthrew him?,7,2
13668,Lord Varys," I had a choice, Your Grace--serve Robert Baratheon or face the headman's axe.",7,2
13669,Daenerys Targaryen, But you didn't serve him long. You turned against him.,7,2
13670,Lord Varys," Robert was an improvement on your father, to be sure. There have been few rulers in history as cruel as the Mad King. Robert was neither mad nor cruel. He simply had no interest in being king.",7,2
13671,Daenerys Targaryen, So you took it upon yourself to find a better one.,7,2
13672,Tyrion Lannister," Your Grace, when I was ready to drink myself into a small coffin, Lord Varys told me about a queen in the east who--",7,2
13673,Daenerys Targaryen," Before I came to power, you favored my brother. All your spies, your little birds, did they tell you Viserys was cruel, stupid, and weak? Would those qualities have made for a good king in your learned opinion?",7,2
13674,Lord Varys," Until your marriage to Khal Drogo, Your Grace, I knew nothing about you, save your existence and that you were said to be beautiful.",7,2
13675,Daenerys Targaryen, So you and your friends traded me like a prized horse to the Dothraki.,7,2
13676,Lord Varys, Which you turned to your advantage.,7,2
13677,Daenerys Targaryen, Who gave the order to kill me?,7,2
13678,Lord Varys, King Robert.,7,2
13679,Daenerys Targaryen, Who hired the assassins?,7,2
13680,Daenerys Targaryen, Who sent word to Essos to murder Daenerys Targaryen?,7,2
13681,Lord Varys," Your Grace, I did what had to be done to--",7,2
13682,Daenerys Targaryen, To keep yourself alive.,7,2
13683,Tyrion Lannister, Lord Varys has proven himself a loyal servant.,7,2
13684,Daenerys Targaryen," Proven himself loyal? Quite the opposite. If he dislikes one monarch, he conspires to crown the next one. What king of a servant is that?",7,2
13685,Lord Varys," The kind the realm needs. Incompetence should not be rewarded with blind loyalty. As long as I have my eyes, I'll use them. I wasn't born into a great house. I came from nothing. I was sold as a slave and carved up as an offering. When I was a child, I lived in alleys, gutters, abandoned houses. You wish to know where my true loyalties lie? Not with any king or queen, but with the people. The people who suffer under despots and prosper under just rule. The people whose hearts you aim to win. If you demand blind allegiance, I respect your wishes. Grey Worm can behead me or your dragons can devour me. But if you let me live, I will serve you well. I will dedicate myself to seeing you on the Iron Throne because I choose you. Because I know the people have no better chance than you.",7,2
13686,Daenerys Targaryen," Swear this to me, Varys. If you ever think I'm failing the people, you won't conspire behind my back. You'll look me in the eye as you have done today, and you'll tell me how I'm failing them.",7,2
